file,FaceIndex,AU01,AU02,AU03,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
claws.jpg,1,0.32473618,0.105000705,0.93182695,0.29877546,0.7813151,1.0,0.7926297,0.99913317,1.0,0.7355819,0.31455252,0.52437353,0.23920605,1.0,0.3613143,0.0076148044,0.9996598,0.8756692,0.096207835,0.6821048
disagreement.jpg,1,0.34826607,0.2718508,0.2892489,0.5776331,0.09678674,0.0,0.11400544,0.01100338,0.0,0.029945228,0.27127314,0.37116408,0.49229532,0.0,0.43768713,0.4825728,0.06413321,0.103712365,0.25563258,0.03305566
disagreement.jpg,2,0.30553123,0.23903832,0.61253256,0.21684489,0.049979024,0.0,0.18956938,0.016309286,0.0,0.023931408,0.16022103,0.35545096,0.22112186,0.0,0.28710863,0.18568754,0.9653206,0.72131306,0.030956605,0.12891819
disagreement.jpg,3,0.45831704,0.24007542,0.12649468,0.29574677,0.071852826,0.0,0.22008678,0.23084414,1.0,0.041507307,0.53818023,0.43038553,0.4418749,1.0,0.5052637,0.14972895,0.9452682,0.49344885,0.22196487,0.033691507
tablet.jpg,1,0.3347867,0.09688703,0.5705036,0.32402873,0.085213,0.0,0.19952443,0.0017149436,1.0,0.020411288,0.29948953,0.27702644,0.49478355,0.0,0.22998525,0.6216504,0.031694725,0.19274667,0.22434655,0.40865034
laughing-couple.jpg,1,0.5180895,0.5234665,0.44212335,0.32043892,0.90414804,1.0,0.5661525,0.6339833,1.0,0.9258812,0.7379001,0.11672018,0.4171837,1.0,0.20172504,0.2947671,0.950636,0.46653837,0.18783115,0.75565004
laughing-couple.jpg,2,0.52682287,0.18747194,0.6264156,0.3093392,0.3432997,0.0,0.6430514,0.0054758145,0.0,0.17060497,0.571282,0.3725294,0.50010484,1.0,0.71192306,0.5881746,0.38002574,0.43374422,0.7062023,0.23222078
laughing-couple.jpg,3,0.71136546,0.58089054,0.4888825,0.30587408,0.2699832,0.0,0.42834452,0.1669962,1.0,0.22545925,0.31071362,0.24753013,0.33033103,1.0,0.22805125,0.17915148,0.9979354,0.401689,0.12444499,0.8989723
handshake.jpg,1,0.4380838,0.35576716,0.39335313,0.27926782,0.84360015,1.0,0.5944807,0.9261042,1.0,0.9741478,0.4259037,0.19764951,0.16689783,1.0,0.11340859,0.014413503,0.9999465,0.39212134,0.076827936,0.13877052
handshake.jpg,2,0.27379006,0.21391954,0.3321648,0.27715832,0.8049398,1.0,0.6051159,0.972949,0.0,0.9338975,0.5201991,0.14578313,0.40318635,1.0,0.3322604,0.46990076,0.9998658,0.70421106,0.49900573,0.8869425
handshake.jpg,3,0.5523889,0.5472412,0.51920676,0.27649048,0.17335661,0.0,0.3323277,0.39110413,0.0,0.08643404,0.13442351,0.6796276,0.4690347,1.0,0.59644264,0.32494763,0.6856188,0.59870476,0.22359467,0.8912285
business.jpg,1,0.28006318,0.15298855,0.36216527,0.26140925,0.8077494,1.0,0.44557345,0.52096444,0.0,0.7043918,0.61048883,0.6825744,0.29524392,1.0,0.25401786,0.094978824,0.9974356,0.68092334,0.016677327,0.3048085
by-the-sea.jpg,1,0.40213805,0.2055889,0.7014182,0.25794134,0.18049361,0.0,0.40077883,0.00082454144,0.0,0.06588266,0.69868535,0.065241896,0.38129252,1.0,0.5101052,0.62285674,0.6027558,0.33035618,0.24934885,0.50665414
by-the-sea.jpg,2,0.68075615,0.13637406,0.68621314,0.28880754,0.09941346,0.0,0.46701154,0.0013014704,1.0,0.055949327,0.25070342,0.53289276,0.39279306,0.0,0.72701675,0.4715607,0.81019723,0.33021867,0.16464224,0.4696256
sad-woman.jpg,1,0.6317423,0.64416116,0.35977972,0.3150874,0.068970524,0.0,0.28299505,0.00032015663,1.0,0.022523064,0.1610304,0.39201388,0.38937536,0.0,0.37173793,0.29723072,0.27970052,0.24768282,0.18476401,0.8878727
pain.jpg,1,0.37368333,0.41160122,0.43968344,0.3962061,0.6660383,1.0,0.63762933,0.77802664,0.0,0.7884445,0.4518877,0.19178398,0.44091645,0.0,0.40442494,0.41442153,0.21623196,0.24829744,0.046506308,0.82923293
thumbs-up.jpg,1,0.29771176,0.43227726,0.17517811,0.22979894,0.9501127,1.0,0.5809651,0.99009484,0.0,0.9871559,0.7022934,0.021974899,0.12557259,1.0,0.045833636,0.005221114,0.9999583,0.3447583,0.019570345,0.27799457
